Uniprot	Pref_Name	Gene ID	Target_Class	Organism	Near_Neighbor_ChEMBLID	Near_Neighbor_Smiles	Near_Neighbor_Bioactive_organism	Near_Neighbor_conf_score	NN_activity	NN_Units	Input_Compound	Similarity
P30559	Oxytocin receptor	5021	GPCR	Homo sapiens	CHEMBL25353	O=C(Cc1ccc(N2CCOCC2)cc1OCC(F)(F)F)N1CCC(N2C(=O)OCc3ccccc32)CC1	Homo sapiens	9	9.07	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.27619047619
P05412	Proto-oncogene c-JUN	3725	Other	Homo sapiens	CHEMBL1761565	COc1ccc(-c2cccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc23)cc1F	Homo sapiens	8	6.6	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.27619047619
P00742	Coagulation factor X	2159	Protease	Homo sapiens	CHEMBL435525	CN1CCN(c2ccc(NC(=O)c3ccc(-c4ccccc4S(N)(=O)=O)cc3)c(C(=O)Nc3ccc(Br)cn3)c2)CC1	Homo sapiens	8	5.81	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.27619047619
Q92731	Estrogen receptor beta	2100	NHR	Homo sapiens	CHEMBL1423062	CN1CCN(c2ccc(NC(=O)COc3ccccc3Cl)cc2)CC1	Homo sapiens	9	6.09	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.275862068966
Q9UBN7	Histone deacetylase 6	10013	Hydrolases	Homo sapiens	CHEMBL4289006	Cc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1-c1ccc(NC(=O)CCCCCCC(=O)NO)cc1	Homo sapiens	9	8.68	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.275510204082
Q13547	Histone deacetylase 1	3065	Hydrolases	Homo sapiens	CHEMBL4289006	Cc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1-c1ccc(NC(=O)CCCCCCC(=O)NO)cc1	Homo sapiens	9	6.86	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.275510204082
P48067	Glycine transporter 1	6536	Transporter	Homo sapiens	CHEMBL3986089	COc1ccc(N2CCN(C(=O)C3CCS(=O)(=O)CC3)C(c3ccccc3)C2)cc1C(F)(F)F	Homo sapiens	8	8.0	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.275510204082
P05067	Beta amyloid A4 protein	351	Other	Homo sapiens	CHEMBL3951861	COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(N3CCN(c4ncccn4)CC3)cc1)C2	Homo sapiens	9	5.0	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.274725274725
O14727	Apoptotic protease-activating factor 1	317	Other	Homo sapiens	CHEMBL586031	COc1ccccc1NC1=C(N2CCCCC2)C(=O)c2ccccc2C1=O	Homo sapiens	8	5.48	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.27380952381
Q9HBW0	Lysophosphatidic acid receptor Edg-4	9170	GPCR	Homo sapiens	CHEMBL270877	COc1ccccc1N1CCN(C[C@H](C)Nc2nc(C(F)(F)F)nc3ccccc23)CC1	Homo sapiens	8	5.89	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.273684210526
P47900	Purinergic receptor P2Y1	5028	GPCR	Homo sapiens	CHEMBL2381893	CN1CCN(c2ccc(NC(=O)Nc3cccnc3Oc3ccccc3C(C)(C)C)cc2)CC1	Homo sapiens	9	6.23	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.273684210526
P21554	Cannabinoid CB1 receptor	1268	GPCR	Homo sapiens	CHEMBL4226066	COc1ccccc1N1CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1	Homo sapiens	9	8.7	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.273684210526
P02753	Plasma retinol-binding protein	5950	Transporter	Homo sapiens	CHEMBL3288136	COc1ccc(Cl)cc1NC(=O)N1CCN(c2ncccc2C(F)(F)F)CC1	Homo sapiens	9	6.89	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.273684210526
Q16548	Bcl-2-related protein A1	597	Other	Homo sapiens	CHEMBL1272209	COc1ccccc1N1CCN(C2=C(Cl)C(=O)N(c3ccc(Cl)c(Cl)c3)C2=O)CC1	Homo sapiens	8	5.21	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.272727272727
P16109	P-selectin	6403	Other	Homo sapiens	CHEMBL2312645	COc1ccccc1CNc1ncc(C(=O)NC2CCN(C)CC2)c(NC2CCCC2)n1	Homo sapiens	9	5.82	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.272727272727
P05121	Plasminogen activator inhibitor-1	5054	Other	Homo sapiens	CHEMBL349156	COc1cccc(CNc2ccc(N3CCN(c4cccc(C(F)(F)F)c4)CC3)c(C(F)(F)F)c2)c1Oc1ccc(C(=O)O)cn1	Homo sapiens	8	6.05	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.272727272727
Q92934	Bcl2-antagonist of cell death (BAD)	572	Other	Homo sapiens	CHEMBL1915449	CN1CCN(c2ccc(Nc3nc4c(-c5nnc[nH]5)cccc4c4cnccc34)c(Cl)c2)CC1	Homo sapiens	9	7.52	EC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.271844660194
Q9H3R0	Lysine-specific demethylase 4C	23081	Oxidoreductases	Homo sapiens	CHEMBL1342118	COc1ccccc1N1CCN(C(=O)CSc2nc(C)cc(O)n2)CC1	Homo sapiens	9	5.0	AC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.271739130435
P43235	Cathepsin K	1513	Protease	Homo sapiens	CHEMBL2171988	COc1ccc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NCC#N)CC2)cc1OC	Homo sapiens	9	8.22	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.271739130435
P30989	Neurotensin receptor 1	4923	GPCR	Homo sapiens	CHEMBL2431130	CCOc1ccccc1N1CCN(c2nc(C3CC3)nc3cc(OC)c(OC)cc23)CC1	Homo sapiens	9	5.21	EC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.271739130435
P25774	Cathepsin S	1520	Protease	Homo sapiens	CHEMBL2171988	COc1ccc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NCC#N)CC2)cc1OC	Homo sapiens	9	5.96	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.271739130435
P11229	Muscarinic acetylcholine receptor M1	1128	GPCR	Homo sapiens	CHEMBL310712	CN1CCN(C2=Nc3cc(OS(=O)(=O)C(F)(F)F)ccc3Nc3ccccc32)CC1	Homo sapiens	9	7.46	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.271739130435
P08912	Muscarinic acetylcholine receptor M5	1133	GPCR	Homo sapiens	CHEMBL595403	COc1ccccc1-c1ccc(CN2C(=O)C(=O)c3cc(OC(F)(F)F)ccc32)cc1	Homo sapiens	9	5.41	EC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.271739130435
P07858	Cathepsin B	1508	Protease	Homo sapiens	CHEMBL2171988	COc1ccc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NCC#N)CC2)cc1OC	Homo sapiens	9	5.9	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.271739130435
Q9H244	Purinergic receptor P2Y12	64805	GPCR	Homo sapiens	CHEMBL4228342	COc1cc(C(=O)NCC(=O)N2CCN(c3cccc(C)c3)CC2)nc2ccccc12	Homo sapiens	9	6.05	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.270833333333
P08235	Mineralocorticoid receptor	4306	NHR	Homo sapiens	CHEMBL219314	COc1ccc(F)cc1C(C)(C)CC(O)(CN1CCC(=O)c2ccccc21)C(F)(F)F	Homo sapiens	8	6.89	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.270833333333
P06401	Progesterone receptor	5241	NHR	Homo sapiens	CHEMBL219314	COc1ccc(F)cc1C(C)(C)CC(O)(CN1CCC(=O)c2ccccc21)C(F)(F)F	Homo sapiens	8	7.05	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.270833333333
P04150	Glucocorticoid receptor	2908	NHR	Homo sapiens	CHEMBL219314	COc1ccc(F)cc1C(C)(C)CC(O)(CN1CCC(=O)c2ccccc21)C(F)(F)F	Homo sapiens	8	8.4	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.270833333333
P09874	Poly [ADP-ribose] polymerase-1	142	Transferases	Homo sapiens	CHEMBL3394705	COc1cc2c(cc1OC)C1(O)c3ccccc3C(=O)N1CC2	Homo sapiens	9	6.06	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.270588235294
Q9NYL2	Mixed lineage kinase 7	51776	Transferases	Homo sapiens	CHEMBL1971245	CN1CCN(c2cccc(Nc3nccc(-c4c(C(N)=O)nc5ccccn45)n3)c2)CC1	Homo sapiens	8	5.4	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.27
O15054	Lysine-specific demethylase 6B	23135	Other	Homo sapiens	CHEMBL3752995	COc1ccccc1N1CCN(c2cc(-c3nccs3)nc(NCCC(=O)O)n2)CC1	Homo sapiens	9	5.68	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.27
Q13258	Prostanoid DP receptor	5729	GPCR	Homo sapiens	CHEMBL3975257	CC(C)Oc1ccc(S(=O)(=O)N2CCN(c3ccc(NC(=O)c4ccccn4)c(OCC(=O)O)c3)CC2)cc1	Homo sapiens	9	5.66	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.269230769231
P61964	WD repeat-containing protein 5	11091	Other	Homo sapiens	CHEMBL3799275	CN1CCN(c2ccc(-c3cnc4ccccc4c3)cc2NC(=O)c2c[nH]c(=O)cc2C(F)(F)F)CC1	Homo sapiens	9	7.3	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.269230769231
Q15761	Neuropeptide Y receptor type 5	4889	GPCR	Homo sapiens	CHEMBL18016	COc1cc2nc(N3CCC(N4Cc5ccccc5C4=O)CC3)nc(N)c2cc1OC	Homo sapiens	8	5.85	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.268817204301
P27338	Monoamine oxidase B	4129	Oxidoreductases	Homo sapiens	CHEMBL4086653	COc1ccccc1CN(C)CCN1C(=O)c2ccccc2C1=O	Homo sapiens	9	5.08	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.268292682927
Q13639	Serotonin 4 (5-HT4) receptor	3360	GPCR	Homo sapiens	CHEMBL563276	COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCN2C(=O)c3ccccc3C2=O)CC1	Homo sapiens	9	6.2	EC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.268041237113
P32238	Cholecystokinin A receptor	886	GPCR	Homo sapiens	CHEMBL1774034	COc1ccc(-c2cnc(C(=O)N3CCN(c4ccc5ccccc5c4)CC3)nc2-c2ccc(C)cc2)cc1	Homo sapiens	9	7.77	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.268041237113
O00519	Anandamide amidohydrolase	2166	Hydrolases	Homo sapiens	CHEMBL4090459	COc1cc(OC(=O)NCCCCN2CCN(c3ccccc3OC)CC2)ccc1-c1ccccc1	Homo sapiens	9	7.37	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.268041237113
P31645	Serotonin transporter	6532	Transporter	Homo sapiens	CHEMBL4295202	COc1ccccc1N1CCN(CCCOc2ccc3ccccc3c2)CC1	Homo sapiens	9	5.98	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.267441860465
P23975	Norepinephrine transporter	6530	Transporter	Homo sapiens	CHEMBL4295202	COc1ccccc1N1CCN(CCCOc2ccc3ccccc3c2)CC1	Homo sapiens	9	5.92	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.267441860465
P21453	Sphingosine 1-phosphate receptor Edg-1	1901	GPCR	Homo sapiens	CHEMBL3639979	COc1ccccc1-c1noc(-c2ccc(N3CCCCC3)cc2)n1	Homo sapiens	9	5.97	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.267441860465
O95271	Tankyrase-1	8658	Transporter	Homo sapiens	CHEMBL3942785	CN1CCN(c2ncc(-c3cc4ccccc4c(=O)[nH]3)cn2)CC1	Homo sapiens	8	7.48	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.267441860465
P35498	Sodium channel protein type I alpha subunit	6323	Ion_Channel	Homo sapiens	CHEMBL3632693	COc1cc(C(F)(F)F)ccc1OCC(O)CN1CCC(N2Cc3ccccc3C2=O)CC1	Homo sapiens	9	6.04	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.267326732673
Q96P20	NACHT, LRR and PYD domains-containing protein 3	114548	Other	Homo sapiens	CHEMBL1530042	CC1CC(=O)c2cnc(Nc3cccc(C(F)(F)F)c3)nc2C1	Homo sapiens	9	5.56	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.266666666667
P55789	FAD-linked sulfhydryl oxidase ALR	2671	Oxidoreductases	Homo sapiens	CHEMBL1702837	COc1ccc(OC)c(NC(=O)CCN2CCN(c3ccccc3)CC2)c1	Homo sapiens	8	5.43	AC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.266666666667
P08238	Heat shock protein HSP 90-beta	3326	Other	Homo sapiens	CHEMBL2204511	COc1cccc(C(=O)NC2CC3CCC(C2)N3c2ccc(C(=O)NCc3ccc(N4CCN(C)CC4)cc3)cn2)c1C	Homo sapiens	5	6.97	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.266055045872
P07900	Heat shock protein HSP 90-alpha	3320	Other	Homo sapiens	CHEMBL2204511	COc1cccc(C(=O)NC2CC3CCC(C2)N3c2ccc(C(=O)NCc3ccc(N4CCN(C)CC4)cc3)cn2)c1C	Homo sapiens	5	6.97	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.266055045872
Q9UQL6	Histone deacetylase 5	10014	Hydrolases	Homo sapiens	CHEMBL571103	CN1CCN(c2cccc(C(=O)/C=C/c3ccc(/C=C/C(=O)NO)nc3)c2)CC1	Homo sapiens	5	7.52	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.265957446809
Q9UKV0	Histone deacetylase 9	9734	Hydrolases	Homo sapiens	CHEMBL571103	CN1CCN(c2cccc(C(=O)/C=C/c3ccc(/C=C/C(=O)NO)nc3)c2)CC1	Homo sapiens	5	7.52	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.265957446809
Q9BY41	Histone deacetylase 8	55869	Hydrolases	Homo sapiens	CHEMBL571103	CN1CCN(c2cccc(C(=O)/C=C/c3ccc(/C=C/C(=O)NO)nc3)c2)CC1	Homo sapiens	5	7.52	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.265957446809
Q96DB2	Histone deacetylase 11	79885	Hydrolases	Homo sapiens	CHEMBL571103	CN1CCN(c2cccc(C(=O)/C=C/c3ccc(/C=C/C(=O)NO)nc3)c2)CC1	Homo sapiens	5	7.52	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.265957446809
Q969S8	Histone deacetylase 10	83933	Hydrolases	Homo sapiens	CHEMBL571103	CN1CCN(c2cccc(C(=O)/C=C/c3ccc(/C=C/C(=O)NO)nc3)c2)CC1	Homo sapiens	5	7.52	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.265957446809
Q92769	Histone deacetylase 2	3066	Hydrolases	Homo sapiens	CHEMBL571103	CN1CCN(c2cccc(C(=O)/C=C/c3ccc(/C=C/C(=O)NO)nc3)c2)CC1	Homo sapiens	5	7.52	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.265957446809
Q8WUI4	Histone deacetylase 7	51564	Hydrolases	Homo sapiens	CHEMBL571103	CN1CCN(c2cccc(C(=O)/C=C/c3ccc(/C=C/C(=O)NO)nc3)c2)CC1	Homo sapiens	5	7.52	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.265957446809
P56524	Histone deacetylase 4	9759	Hydrolases	Homo sapiens	CHEMBL571103	CN1CCN(c2cccc(C(=O)/C=C/c3ccc(/C=C/C(=O)NO)nc3)c2)CC1	Homo sapiens	5	7.52	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.265957446809
O15379	Histone deacetylase 3	8841	Hydrolases	Homo sapiens	CHEMBL571103	CN1CCN(c2cccc(C(=O)/C=C/c3ccc(/C=C/C(=O)NO)nc3)c2)CC1	Homo sapiens	5	7.52	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.265957446809
P23946	Chymase	1215	Protease	Homo sapiens	CHEMBL1631751	C[C@@H](NC(=O)N1C(=O)[C@@H](Cc2ccccc2)[C@H]1Oc1ccc(N2CCN(C)CC2)cc1)c1ccccc1	Homo sapiens	9	9.34	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.265306122449
P26358	DNA (cytosine-5)-methyltransferase 1	1786	Transferases	Homo sapiens	CHEMBL4175132	COc1cc2c(NC3CCN(C)CC3)cc(-c3ccccc3C)nc2cc1OCCCN1CCCC1	Homo sapiens	9	6.24	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.264705882353
P22612	cAMP-dependent protein kinase, gamma catalytic subunit	5568	Kinase	Homo sapiens	CHEMBL606964	COc1ccc(N2Cc3cnc(Nc4ccc(F)cc4)nc3N([C@@H]3CC[C@@H](O)C3)C2=O)cc1	Homo sapiens	5	5.04	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.264705882353
P28566	Serotonin 1e (5-HT1e) receptor	3354	GPCR	Homo sapiens	CHEMBL4163428	CN1CCN(c2ccc3c(c2)CN(C(=O)OCc2ccccc2)C3)CC1	Homo sapiens	9	6.39	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.264367816092
P11168	Solute carrier family 2, facilitated glucose transporter member 2	6514	Transporter	Homo sapiens	CHEMBL3780527	COc1ccccc1N1CCN(c2ncnc3c2cnn3C2CCCC2)CC1	Homo sapiens	9	5.7	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.263736263736
Q9HC16	DNA dC->dU-editing enzyme APOBEC-3G	60489	Hydrolases	Homo sapiens	CHEMBL1714353	CN1CCN(c2ccc(Cl)cc2NC(=O)CC2OC(=O)c3ccccc32)CC1	Homo sapiens	9	5.54	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.263157894737
P51677	C-C chemokine receptor type 3	1232	GPCR	Homo sapiens	CHEMBL193369	COc1ccccc1NC(=O)NCC(c1ccc(C(F)(F)F)cc1)N1CCN(C)CC1	Homo sapiens	9	5.47	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.263157894737
P50053	Ketohexokinase	3795	Kinase	Homo sapiens	CHEMBL3666147	CCOc1cc(-c2ccc(N3CCN(C)CC3)cc2)nc2c1c(CC)nn2-c1ccccc1	Homo sapiens	8	6.18	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.263157894737
P47211	Galanin receptor 1	2587	GPCR	Homo sapiens	CHEMBL1922023	COc1ccc(Nc2nc(Nc3ccc(OC)c(F)c3)cc(N3CCN(c4ccccc4)CC3)n2)cc1	Homo sapiens	8	5.17	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.263157894737
P31941	Probable DNA dC->dU-editing enzyme APOBEC-3A	200315 100913187	Other	Homo sapiens	CHEMBL1714353	CN1CCN(c2ccc(Cl)cc2NC(=O)CC2OC(=O)c3ccccc32)CC1	Homo sapiens	9	5.49	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.263157894737
P42574	Caspase-3	836	Protease	Homo sapiens	CHEMBL88811	COc1ccccc1N1C(=O)Cc2ccccc2C1=O	Homo sapiens	8	5.34	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.2625
P22413	Ectonucleotide pyrophosphatase/phosphodiesterase family member 1	5167	Hydrolases	Homo sapiens	CHEMBL4163119	COc1cc2nc(CC3OC(=O)c4ccccc43)nc(N3CCC(CCNS(N)(=O)=O)CC3)c2cc1OC	Homo sapiens	9	7.05	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.261682242991
O60894	Amylin receptor AMY1, CALCR/RAMP1	10267	Transporter	Homo sapiens	CHEMBL424864	O=C(N[C@@H]1N=C(c2ccccc2)c2ccccc2N(CC(F)(F)F)C1=O)N1CCC(N2Cc3ccccc3NC2=O)CC1	Homo sapiens	7	7.42	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.261682242991
P35372	Mu opioid receptor	4988	GPCR	Homo sapiens	CHEMBL2431120	COc1cc2nc(C3CC3)nc(N3CCN(c4ccccc4OC)CC3)c2cc1OC	Homo sapiens	9	5.81	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.261363636364
P30536	Translocator protein	706	Other	Homo sapiens	CHEMBL2431120	COc1cc2nc(C3CC3)nc(N3CCN(c4ccccc4OC)CC3)c2cc1OC	Homo sapiens	9	5.59	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.261363636364
